㠠	lu	1
㠠	lei	2
㠡	niau	2
㠢	xuai	1
㠣	lai	3
㠣	li	3
㠥	ly	3
㠧	mi	1
㠧	mi	2
㠨	y	3
㠪	gy	3
㠫	gu	0
㠬	gu	0
㠭	ʣran	2
㠭	ʣran	3
㠭	duan	2
㠯	i	2
㠱	gi	3
㠱	ci	2
㠲	bi	2
㠴	njent	3
㠵	xuaŋ	0
㠶	fan	1
㠷	gep	1
㠷	gianp	2
㠸	cu	3
㠸	sruan	0
㠹	gie	3
㠹	ʣue	1
㠺	miau	1
㠺	cie	3
㠽	tueŋ	1
㠿	ʦ	2
㡀	bi	3
㡁	cai	2
㡁	cua	3
㡂	li	3
㡄	suen	2
㡄	xyen	1
㡅	nue	2
㡆	xuaŋ	0
㡇	gip	1
㡇	ʣrep	1
㡈	men	1
㡈	uen	3
㡉	xian	1
㡉	ian	1
㡉	y	3
㡊	ciap	3
㡊	cianp	2
㡊	ip	3
㡋	ep	3
㡋	iep	1
㡋	nip	2
㡌	mau	3
㡌	mei	3
㡌	nie	3
㡏	teu	1
㡏	sru	0
㡑	ʦiau	2
㡒	ʣruen	0
㡔	muc	3
㡔	muc	3
㡖	ʦruaŋ	1
㡗	ti	1
㡗	ruan	2
㡘	lian	1
㡙	bi	0
㡙	pi	1
㡛	maŋ	1
㡜	sryet	2
㡝	feŋ	3
㡝	fu	1
㡞	lei	2
㡞	leu	1
㡞	ian	1
㡠	ʣreŋ	3
㡠	mian	1
㡡	ʦru	1
㡢	man	3
㡣	lueŋ	1
㡥	ien	2
㡧	ʣreŋ	3
㡧	lei	1
㡨	ʦian	0
